Date,Open,High,Low,Close,Volume,OpenInt,Name
2012-02-03,410.0,410.0,410.0,410.0,3,0,tnxp.us
2012-02-08,412.0,412.0,412.0,412.0,1,0,tnxp.us
2012-02-15,400.0,400.0,400.0,400.0,2,0,tnxp.us
2012-03-05,400.0,400.0,400.0,400.0,3,0,tnxp.us
2012-03-26,400.0,400.0,400.0,400.0,2,0,tnxp.us
2012-04-12,310.0,400.0,310.0,400.0,18,0,tnxp.us
2012-04-24,202.0,300.0,198.0,240.0,143,0,tnxp.us
2012-04-26,240.0,240.0,240.0,240.0,8,0,tnxp.us
2012-04-30,270.0,320.0,270.0,320.0,58,0,tnxp.us
2012-05-01,310.0,310.0,310.0,310.0,11,0,tnxp.us
2012-05-07,306.0,306.0,300.0,300.0,129,0,tnxp.us
2012-05-16,264.0,264.0,264.0,264.0,1,0,tnxp.us
2012-05-17,195.5,218.0,195.5,202.0,10,0,tnxp.us
2012-05-23,200.0,210.0,200.0,200.0,114,0,tnxp.us
2012-05-24,200.0,200.0,200.0,200.0,11,0,tnxp.us
2012-05-25,170.0,190.0,170.0,190.0,50,0,tnxp.us
2012-06-01,168.0,168.0,168.0,168.0,13,0,tnxp.us
2012-06-06,170.0,170.0,170.0,170.0,13,0,tnxp.us
2012-06-07,200.0,200.0,200.0,200.0,25,0,tnxp.us
2012-06-08,210.0,210.0,190.0,190.0,75,0,tnxp.us
2012-06-11,200.0,200.0,200.0,200.0,1,0,tnxp.us
2012-06-12,200.0,200.0,200.0,200.0,8,0,tnxp.us
2012-06-15,190.0,190.0,190.0,190.0,5,0,tnxp.us
2012-06-20,166.0,166.0,166.0,166.0,22,0,tnxp.us
2012-06-25,200.0,204.0,200.0,204.0,70,0,tnxp.us
2012-06-26,200.0,200.0,200.0,200.0,25,0,tnxp.us
2012-06-28,200.0,200.0,200.0,200.0,35,0,tnxp.us
2012-06-29,200.0,200.0,200.0,200.0,25,0,tnxp.us
2012-07-02,198.0,198.0,198.0,198.0,5,0,tnxp.us
2012-07-05,198.0,198.0,198.0,198.0,2,0,tnxp.us
2012-07-06,198.0,198.0,198.0,198.0,3,0,tnxp.us
2012-07-09,200.0,200.0,200.0,200.0,108,0,tnxp.us
2012-07-10,200.0,200.0,197.0,197.0,134,0,tnxp.us
2012-07-11,197.0,197.0,197.0,197.0,5,0,tnxp.us
2012-07-13,196.0,196.0,196.0,196.0,1,0,tnxp.us
2012-07-16,196.0,200.0,196.0,196.0,411,0,tnxp.us
2012-07-17,192.0,200.0,190.0,192.0,637,0,tnxp.us
2012-07-18,180.0,180.0,178.0,180.0,56,0,tnxp.us
2012-07-19,180.0,180.0,180.0,180.0,2,0,tnxp.us
2012-07-23,166.0,170.0,166.0,170.0,166,0,tnxp.us
2012-07-24,180.0,192.0,180.0,188.0,335,0,tnxp.us
2012-07-25,180.0,180.0,180.0,180.0,10,0,tnxp.us
2012-07-26,182.0,182.0,182.0,182.0,50,0,tnxp.us
2012-08-10,170.0,170.0,170.0,170.0,10,0,tnxp.us
2012-08-13,170.0,170.0,170.0,170.0,15,0,tnxp.us
2012-08-14,178.0,178.0,178.0,178.0,25,0,tnxp.us
2012-08-16,178.0,178.0,178.0,178.0,19,0,tnxp.us
2012-08-17,178.0,178.0,178.0,178.0,6,0,tnxp.us
2012-08-20,178.0,182.0,178.0,178.0,97,0,tnxp.us
2012-08-23,165.4,170.0,165.4,170.0,6,0,tnxp.us
2012-08-28,160.0,160.0,160.0,160.0,6,0,tnxp.us
