Date,Open,High,Low,Close,Volume,OpenInt,Name
2017-10-13,45.36,45.36,41.9311,41.9311,300,0,ddp.us
2017-10-16,42.62,42.62,42.62,42.62,501,0,ddp.us
2017-10-17,44.95,46.0,44.95,46.0,246,0,ddp.us
2017-10-25,50.0,50.0,50.0,50.0,144,0,ddp.us
2017-10-13,45.36,45.36,41.9311,41.9311,300,0,ddp.us
2017-10-16,42.62,42.62,42.62,42.62,501,0,ddp.us
2017-10-17,44.95,46.0,44.95,46.0,246,0,ddp.us
2017-10-25,50.0,50.0,50.0,50.0,144,0,ddp.us
