Date,Open,High,Low,Close,Volume,OpenInt,Name
2008-05-07,120000.0,120000.0,120000.0,120000.0,0,0,rgse.us
2008-05-08,108000.0,111000.0,96600.0,105600.0,350,0,rgse.us
2008-05-09,109080.0,109080.0,100320.0,106080.0,54,0,rgse.us
2008-05-12,108000.0,108600.0,85800.0,95160.0,43,0,rgse.us
2008-05-13,95760.0,96000.0,88920.0,90000.0,28,0,rgse.us
2008-05-14,90000.0,94200.0,84600.0,86880.0,22,0,rgse.us
2008-05-15,88680.0,88680.0,81600.0,86760.0,29,0,rgse.us
2008-05-16,87360.0,94920.0,86400.0,87240.0,35,0,rgse.us
2008-05-19,92640.0,101880.0,89280.0,93000.0,36,0,rgse.us
2008-05-20,95280.0,95400.0,85200.0,85320.0,20,0,rgse.us
2008-05-21,86640.0,88920.0,78000.0,80040.0,19,0,rgse.us
2008-05-22,83760.0,84480.0,79200.0,82680.0,19,0,rgse.us
2008-05-23,82320.0,83640.0,78000.0,80400.0,6,0,rgse.us
2008-05-27,82560.0,82560.0,80280.0,81600.0,3,0,rgse.us
2008-05-28,81600.0,90000.0,79560.0,87000.0,10,0,rgse.us
2008-05-29,87000.0,90360.0,84000.0,89520.0,11,0,rgse.us
2008-05-30,91080.0,91080.0,83160.0,87000.0,10,0,rgse.us
2008-06-02,87000.0,87720.0,83640.0,87600.0,3,0,rgse.us
2008-06-03,89280.0,89400.0,84600.0,86040.0,2,0,rgse.us
2008-06-04,86880.0,88200.0,80280.0,82920.0,9,0,rgse.us
2008-06-05,84240.0,85200.0,81000.0,81480.0,5,0,rgse.us
2008-06-06,81240.0,83400.0,72960.0,76800.0,11,0,rgse.us
2008-06-09,77520.0,80280.0,72240.0,73800.0,14,0,rgse.us
2008-06-10,72840.0,73200.0,68640.0,69600.0,11,0,rgse.us
2008-06-11,69120.0,73560.0,68400.0,72000.0,8,0,rgse.us
2008-06-12,72720.0,74760.0,71400.0,72120.0,3,0,rgse.us
2008-06-13,72480.0,72600.0,69480.0,72120.0,2,0,rgse.us
2008-06-16,72000.0,79680.0,70320.0,78960.0,4,0,rgse.us
2008-06-17,79440.0,79680.0,72600.0,74040.0,2,0,rgse.us
2008-06-18,76800.0,76800.0,72360.0,73800.0,4,0,rgse.us
2008-06-19,74040.0,78720.0,72360.0,74880.0,2,0,rgse.us
2008-06-20,74760.0,75600.0,72360.0,73320.0,2,0,rgse.us
2008-06-23,73320.0,75720.0,73200.0,73680.0,1,0,rgse.us
2008-06-24,72840.0,74880.0,72000.0,74160.0,7,0,rgse.us
2008-06-25,69720.0,74880.0,69720.0,72000.0,3,0,rgse.us
2008-06-26,71520.0,72120.0,68520.0,70680.0,3,0,rgse.us
2008-06-27,70560.0,73200.0,70200.0,72120.0,3,0,rgse.us
2008-06-30,73920.0,75600.0,72720.0,73800.0,1,0,rgse.us
2008-07-01,73800.0,74640.0,71520.0,72000.0,2,0,rgse.us
2008-07-02,73320.0,74160.0,70680.0,71520.0,1,0,rgse.us
2008-07-03,73320.0,73440.0,71040.0,72000.0,3,0,rgse.us
2008-07-07,71760.0,73440.0,70800.0,71280.0,1,0,rgse.us
2008-07-08,72240.0,76080.0,68880.0,73200.0,2,0,rgse.us
2008-07-09,74400.0,77160.0,71760.0,75600.0,1,0,rgse.us
2008-07-10,76680.0,81000.0,73920.0,80040.0,5,0,rgse.us
2008-07-11,79800.0,79800.0,72120.0,74760.0,4,0,rgse.us
2008-07-14,75720.0,75720.0,72120.0,73200.0,1,0,rgse.us
2008-07-15,73200.0,73800.0,66240.0,72120.0,2,0,rgse.us
2008-07-16,74880.0,75000.0,66360.0,72120.0,1,0,rgse.us
2008-07-17,73440.0,74640.0,72000.0,73560.0,1,0,rgse.us
2008-07-18,69360.0,74400.0,69360.0,73920.0,0,0,rgse.us
2008-07-21,74880.0,74880.0,70560.0,71040.0,1,0,rgse.us
2008-07-22,71880.0,73440.0,71640.0,73200.0,1,0,rgse.us
2008-07-23,74760.0,76800.0,73680.0,76560.0,1,0,rgse.us
2008-07-24,77280.0,77280.0,73200.0,73200.0,1,0,rgse.us
2008-07-25,75840.0,76200.0,71040.0,72480.0,0,0,rgse.us
2008-07-28,72600.0,78240.0,72600.0,76440.0,2,0,rgse.us
2008-07-29,78000.0,78000.0,73560.0,75240.0,1,0,rgse.us
2008-07-30,75240.0,75240.0,72720.0,73440.0,0,0,rgse.us
