Date,Open,High,Low,Close,Volume,OpenInt,Name
2013-07-19,6612.0,7080.0,6480.0,6780.0,407,0,xgti.us
2013-07-22,6780.0,6840.0,6480.0,6684.0,34,0,xgti.us
2013-07-23,6660.0,6660.0,6300.0,6420.0,18,0,xgti.us
2013-07-24,6660.0,6660.0,6237.7,6237.7,50,0,xgti.us
2013-07-25,6444.0,6888.0,6240.0,6479.9,77,0,xgti.us
2013-07-26,6324.0,6552.0,6324.0,6504.0,7,0,xgti.us
2013-07-29,6324.0,6516.0,6120.0,6240.0,14,0,xgti.us
2013-07-30,6120.0,6504.0,6120.0,6300.0,16,0,xgti.us
2013-07-31,6240.0,6360.0,6192.0,6192.0,14,0,xgti.us
2013-08-01,6192.0,6228.0,5760.0,5760.0,16,0,xgti.us
2013-08-02,5532.0,6115.6,5532.0,5640.0,25,0,xgti.us
2013-08-05,5988.0,6600.0,5880.0,6479.5,148,0,xgti.us
2013-08-06,6480.0,6600.0,6120.0,6216.2,62,0,xgti.us
2013-08-07,6216.0,6334.3,6012.0,6240.0,27,0,xgti.us
2013-08-08,6240.0,6419.9,6132.0,6132.0,32,0,xgti.us
2013-08-09,6120.0,6360.0,6072.0,6084.0,38,0,xgti.us
2013-08-12,6540.0,6540.0,5760.0,5795.4,31,0,xgti.us
2013-08-13,5784.0,6240.0,5592.0,5892.0,205,0,xgti.us
2013-08-14,5988.0,8040.0,5712.0,7068.0,801,0,xgti.us
2013-08-15,8040.0,8340.0,6948.0,7488.0,627,0,xgti.us
2013-08-16,8040.0,8064.0,6900.0,7440.0,225,0,xgti.us
2013-08-19,7692.0,8580.0,7596.0,8004.0,575,0,xgti.us
2013-08-20,8040.0,8340.0,7368.0,7512.0,124,0,xgti.us
2013-08-21,7403.0,7440.0,6912.0,7020.1,162,0,xgti.us
2013-08-22,7188.0,7632.0,6984.0,7176.0,61,0,xgti.us
2013-08-23,7668.0,7752.0,7320.0,7536.0,59,0,xgti.us
2013-08-26,7704.0,8124.0,7560.0,7560.0,290,0,xgti.us
2013-08-27,7572.0,8160.0,7560.0,7932.0,231,0,xgti.us
2013-08-28,8040.0,8340.0,7068.0,7200.0,281,0,xgti.us
2013-08-29,7308.0,7368.0,5928.0,6312.0,172,0,xgti.us
2013-08-30,6468.0,6564.0,6108.0,6252.0,42,0,xgti.us
2013-09-03,6180.0,6180.0,5652.0,5964.0,132,0,xgti.us
2013-09-04,6000.0,6228.0,5880.0,5940.0,56,0,xgti.us
2013-09-05,5940.0,6144.0,5820.0,6024.0,14,0,xgti.us
2013-09-06,6192.0,7020.0,5868.0,6132.0,175,0,xgti.us
2013-09-09,6876.0,7056.0,6444.0,6660.0,123,0,xgti.us
2013-09-10,7020.0,7020.0,6360.0,6864.0,67,0,xgti.us
2013-09-11,6780.0,6804.0,6384.0,6420.0,29,0,xgti.us
2013-09-12,6540.0,6576.0,6108.0,6228.0,44,0,xgti.us
2013-09-13,6300.0,6552.0,6120.0,6360.0,33,0,xgti.us
2013-09-16,6588.0,6588.0,6204.0,6240.0,25,0,xgti.us
2013-09-17,6252.0,6408.0,6108.0,6180.0,28,0,xgti.us
2013-09-18,6192.0,6360.0,5520.0,6216.0,84,0,xgti.us
2013-09-19,6240.0,6300.0,5856.0,6096.0,14,0,xgti.us
2013-09-20,6060.0,6240.0,5520.0,5784.0,64,0,xgti.us
2013-09-23,5700.0,5928.0,5520.0,5760.0,33,0,xgti.us
2013-09-24,5772.0,5880.0,5592.0,5748.0,12,0,xgti.us
2013-09-25,6240.0,6480.0,5892.0,6036.0,95,0,xgti.us
2013-09-26,6348.0,6348.0,6000.0,6240.0,17,0,xgti.us
2013-09-27,6000.0,6168.0,5892.0,5928.0,24,0,xgti.us
2013-09-30,5844.0,5952.0,5820.0,5880.0,13,0,xgti.us
2013-10-01,5880.0,6120.0,5760.0,6084.0,18,0,xgti.us
2013-10-02,6036.0,6060.0,5796.0,5916.0,19,0,xgti.us
2013-10-03,5784.0,5832.0,5520.0,5628.0,28,0,xgti.us
2013-10-04,5592.0,5856.0,5316.0,5424.0,71,0,xgti.us
2013-10-07,5520.0,5712.0,4080.0,4152.0,221,0,xgti.us
2013-10-08,4140.0,4140.0,3300.0,3516.0,177,0,xgti.us
2013-10-09,3360.0,4056.0,3360.0,3888.0,86,0,xgti.us
2013-10-10,3936.0,4128.0,3876.0,3924.0,19,0,xgti.us
2013-10-11,3888.0,4020.0,3672.0,3816.0,32,0,xgti.us
2013-10-14,3780.0,3840.0,3396.0,3492.0,32,0,xgti.us
2013-10-15,3552.0,3660.0,3480.0,3564.0,16,0,xgti.us
2013-10-16,3600.0,4200.0,3492.0,4164.0,42,0,xgti.us
2013-10-17,4164.0,4548.0,3876.0,4200.0,47,0,xgti.us
2013-10-18,3708.0,4764.0,3708.0,4308.0,14,0,xgti.us
2013-10-21,4308.0,4308.0,4068.0,4068.0,12,0,xgti.us
2013-10-22,4032.0,4236.0,3516.0,3600.0,12,0,xgti.us
2013-10-23,3624.0,3924.0,3600.0,3684.0,17,0,xgti.us
2013-10-24,3600.0,3600.0,2964.0,2964.0,102,0,xgti.us
2013-10-25,3168.0,3252.0,2940.0,3120.0,21,0,xgti.us
2013-10-28,3084.0,3336.0,3084.0,3336.0,38,0,xgti.us
2013-10-29,3276.0,3456.0,3192.0,3396.0,7,0,xgti.us
2013-10-30,3372.0,3516.0,3240.0,3240.0,12,0,xgti.us
2013-10-31,3228.0,3408.0,3000.0,3215.9,25,0,xgti.us
2013-11-01,3180.0,3192.0,2952.0,3036.0,12,0,xgti.us
2013-11-04,3036.0,3336.0,2952.0,2976.0,13,0,xgti.us
2013-11-05,2952.0,3060.0,2424.0,2508.0,145,0,xgti.us
2013-11-06,2700.0,2964.0,2100.0,2544.0,146,0,xgti.us
2013-11-07,2724.0,2880.0,2280.0,2340.0,71,0,xgti.us
2013-11-08,2772.0,3288.0,2628.0,3108.0,75,0,xgti.us
2013-11-11,3144.0,3228.0,2916.0,3192.0,48,0,xgti.us
2013-11-12,2664.0,2856.0,2400.0,2400.0,139,0,xgti.us
2013-11-13,2100.0,2100.0,1956.0,2028.0,831,0,xgti.us
2013-11-14,2040.0,2076.0,2004.0,2076.0,72,0,xgti.us
2013-11-15,2076.0,2076.0,2004.0,2064.0,83,0,xgti.us
2013-11-18,2028.0,2076.0,1836.0,2076.0,191,0,xgti.us
2013-11-19,2028.0,2028.0,1896.0,1956.0,43,0,xgti.us
2013-11-20,1980.0,2028.0,1884.0,1932.0,90,0,xgti.us
2013-11-21,1956.0,1980.0,1872.0,1968.0,38,0,xgti.us
2013-11-22,1932.0,2064.0,1896.0,1968.0,158,0,xgti.us
2013-11-25,1932.0,2040.0,1920.0,1944.0,30,0,xgti.us
2013-11-26,1980.0,2040.0,1884.0,2028.0,38,0,xgti.us
2013-11-27,2028.0,2040.0,1968.0,2040.0,13,0,xgti.us
2013-11-29,1920.0,2040.0,1920.0,1980.0,7,0,xgti.us
2013-12-02,2040.0,2040.0,1920.0,1956.0,32,0,xgti.us
2013-12-03,2004.0,2040.0,1920.0,1980.0,48,0,xgti.us
2013-12-04,1980.0,2040.0,1932.0,1968.0,50,0,xgti.us
2013-12-05,1992.0,2064.0,1944.0,2052.0,110,0,xgti.us
2013-12-06,2040.0,2064.0,1968.0,1968.0,75,0,xgti.us
2013-12-09,2004.0,2040.0,1920.0,1932.0,58,0,xgti.us
2013-12-10,1944.0,2052.0,1920.0,1980.0,52,0,xgti.us
2013-12-11,1944.0,2064.0,1944.0,2040.0,144,0,xgti.us
2013-12-12,2064.0,2064.0,1956.0,2028.0,52,0,xgti.us
2013-12-13,2064.0,2064.0,1920.0,2016.0,172,0,xgti.us
2013-12-16,2028.0,2388.0,1932.0,2172.0,2352,0,xgti.us
2013-12-17,2220.0,2220.0,1956.0,2016.0,425,0,xgti.us
2013-12-18,2004.0,2040.0,1776.0,1896.0,334,0,xgti.us
2013-12-19,1812.0,1956.0,1680.0,1896.0,169,0,xgti.us
2013-12-20,1860.0,1896.0,1704.0,1860.0,104,0,xgti.us
2013-12-23,1896.0,1932.0,1836.0,1920.0,60,0,xgti.us
2013-12-24,1956.0,2028.0,1908.0,1980.0,56,0,xgti.us
2013-12-26,2028.0,2028.0,1848.0,1896.0,87,0,xgti.us
2013-12-27,1848.0,1932.0,1824.0,1860.0,91,0,xgti.us
2013-12-30,1872.0,1944.0,1848.0,1896.0,35,0,xgti.us
2013-12-31,1908.0,1932.0,1860.0,1896.0,81,0,xgti.us
2014-01-02,1800.0,1920.0,1800.0,1872.0,37,0,xgti.us
