Date,Open,High,Low,Close,Volume,OpenInt,Name
2017-11-09,14.5,14.9,13.15,14.01,2297607,0,apls.us
2017-11-10,13.9,14.19,13.56,14.0,183054,0,apls.us
2017-11-09,14.5,14.9,13.15,14.01,2297607,0,apls.us
2017-11-10,13.9,14.19,13.56,14.0,183054,0,apls.us
